3 8000
305 720 0
267 924 0
861 534 0
213 635 0
774 476 0
52 569 0
549 256 1
381 486 0
239 618 0
299 472 0
449 443 0
362 387 0
879 284 1
814 838 0
358 297 0
911 982 0
820 162 1
264 622 0
759 417 0
626 724 0
415 315 0
568 897 0
161 81 0
324 632 0
822 544 0
625 950 0
201 638 0
586 156 1
608 632 0
198 700 0
677 56 1
256 32 1
976 781 0
214 649 0
129 296 0
360 570 0
205 794 0
91 62 0
109 884 0
891 674 0
920 580 0
865 506 0
825 157 1
164 82 0
5 170 0
862 681 0
635 147 1
551 880 0
509 821 0
731 372 0
202 561 0
245 666 0
399 911 0
336 579 0
437 512 0
68 665 0
712 412 0
412 345 0
903 717 0
185 812 0
439 506 0
970 166 1
516 667 0
713 773 0
979 658 0
548 752 0
412 599 0
637 368 0
561 171 1
146 80 0
644 103 1
5 273 0
487 792 0
633 216 1
747 945 0
989 794 0
987 269 1
227 139 0
217 595 0
428 181 1
615 178 1
517 305 0
315 156 0
721 846 0
938 887 0
376 678 0
651 119 1
385 494 0
842 634 0
182 163 0
304 641 0
620 390 0
176 59 1
669 986 0
723 893 0
642 782 0
338 996 0
530 311 0
910 64 1
59 523 0
646 936 0
318 203 0
350 418 0
55 635 0
219 196 0
641 189 1
536 159 1
751 176 1
668 150 1
810 366 1
870 671 0
527 829 0
85 307 0
106 72 0
384 346 0
688 3 1
809 547 0
386 700 0
535 430 0
725 744 0
84 316 0
324 866 0
163 976 0
791 584 0
798 84 1
931 585 0
154 663 0
499 371 0
699 187 1
690 875 0
304 523 0
272 876 0
901 183 1
494 35 1
186 775 0
383 463 0
359 188 0
802 829 0
772 824 0
90 973 0
154 76 0
983 798 0
154 906 0
867 218 1
318 456 0
100 647 0
834 500 0
799 409 0
776 603 0
953 66 1
151 219 0
534 563 0
161 10 1
765 91 1
981 595 0
835 983 0
586 427 0
691 390 0
214 139 0
636 191 1
743 389 0
610 649 0
808 124 1
829 615 0
754 732 0
806 920 0
389 490 0
220 726 0
162 571 0
805 670 0
748 335 1
128 895 0
143 934 0
380 766 0
524 194 1
150 421 0
106 396 0
907 940 0
18 672 0
211 87 1
977 605 0
396 179 1
986 639 0
22 451 0
579 787 0
606 230 1
731 467 0
268 537 0
618 141 1
989 73 1
868 862 0
390 406 0
103 760 0
127 251 0
167 434 0
570 17 1
514 884 0
654 877 0
473 144 1
15 475 0
448 808 0
565 484 0
916 196 1
73 345 0
40 410 0
796 330 1
878 863 0
961 788 0
146 863 0
784 398 0
986 39 1
856 31 1
228 637 0
84 777 0
709 780 0
654 770 0
825 939 0
513 1000 0
915 145 1
516 421 0
637 334 0
70 683 0
751 261 1
494 356 0
996 477 1
775 54 1
847 917 0
476 238 0
214 227 0
874 545 0
358 385 0
18 561 0
230 922 0
50 440 0
685 919 0
250 656 0
492 501 0
855 254 1
679 516 0
857 784 0
993 33 1
540 757 0
808 52 1
440 523 0
512 281 0
463 672 0
222 627 0
369 374 0
187 259 0
479 15 1
343 203 0
464 615 0
293 574 0
158 7 1
204 643 0
55 447 0
380 993 0
498 659 0
745 192 1
384 972 0
547 947 0
599 954 0
650 80 1
331 510 0
101 341 0
949 603 0
785 95 1
131 235 0
941 229 1
207 385 0
710 580 0
462 597 0
622 950 0
136 932 0
903 340 1
328 168 0
682 627 0
826 129 1
908 829 0
238 690 0
651 535 0
533 186 1
770 147 1
584 128 1
257 851 0
385 366 0
88 825 0
844 812 0
603 157 1
560 358 0
206 761 0
58 594 0
925 495 0
224 687 0
840 530 0
698 141 1
896 941 0
454 810 0
708 688 0
473 265 0
638 678 0
760 423 0
301 267 0
489 115 1
60 691 0
668 89 1
650 513 0
231 171 0
649 638 0
841 761 0
125 501 0
972 436 1
459 911 0
252 185 0
62 176 0
195 401 0
944 94 1
250 394 0
701 725 0
622 678 0
750 65 1
468 184 1
414 431 0
464 364 0
75 290 0
958 67 1
474 288 0
727 390 0
427 932 0
996 54 1
168 766 0
65 336 0
534 108 1
589 582 0
900 489 0
864 839 0
198 241 0
704 211 1
668 263 1
599 69 1
783 366 1
268 648 0
629 659 0
892 42 1
377 905 0
342 610 0
748 967 0
250 482 0
408 412 0
121 182 0
48 584 0
400 455 0
38 400 0
850 563 0
431 139 1
611 569 0
755 932 0
441 718 0
224 663 0
491 497 0
178 442 0
248 613 0
48 227 0
506 880 0
511 649 0
156 27 1
692 926 0
269 555 0
593 825 0
860 569 0
650 955 0
843 877 0
821 7 1
818 869 0
250 691 0
828 70 1
836 574 0
752 757 0
389 388 0
577 962 0
701 52 1
554 704 0
821 58 1
439 407 0
326 177 0
613 799 0
868 227 1
269 52 1
739 198 1
595 447 0
388 754 0
736 830 0
112 995 0
619 137 1
212 827 0
456 424 0
769 666 0
836 455 0
742 708 0
664 238 1
486 109 1
995 261 1
671 30 1
782 471 0
208 341 0
537 816 0
12 434 0
406 43 1
885 715 0
101 650 0
616 38 1
2 270 0
612 306 0
869 960 0
611 279 1
758 797 0
133 96 0
832 141 1
497 146 1
301 104 1
438 876 0
565 946 0
519 701 0
501 379 0
690 952 0
950 90 1
267 584 0
555 650 0
46 553 0
473 314 0
40 567 0
710 187 1
831 538 0
609 595 0
74 196 0
764 966 0
992 376 1
281 144 0
578 926 0
820 126 1
910 575 0
822 919 0
917 682 0
866 989 0
920 122 1
339 235 0
350 586 0
112 460 0
904 289 1
476 612 0
685 728 0
86 834 0
387 903 0
437 328 0
93 571 0
217 480 0
330 411 0
760 436 0
313 72 1
266 974 0
319 918 0
208 264 0
696 371 0
391 541 0
318 804 0
259 643 0
468 625 0
718 866 0
84 873 0
203 784 0
731 71 1
555 14 1
933 267 1
90 709 0
600 246 1
931 123 1
941 17 1
916 920 0
484 58 1
371 667 0
724 150 1
980 677 0
375 80 1
589 446 0
783 656 0
619 495 0
254 899 0
721 70 1
745 65 1
219 758 0
101 727 0
353 643 0
621 117 1
966 829 0
246 124 0
644 903 0
563 435 0
469 212 1
201 361 0
390 928 0
616 852 0
771 202 1
960 889 0
807 282 1
728 565 0
460 995 0
528 271 0
814 89 1
212 802 0
486 682 0
251 757 0
489 697 0
54 914 0
579 272 1
540 444 0
468 417 0
916 495 0
537 275 0
795 805 0
233 190 0
294 886 0
151 402 0
613 79 1
906 287 1
184 812 0
505 855 0
305 400 0
605 347 0
735 701 0
988 876 0
464 639 0
889 116 1
423 300 0
575 885 0
503 16 1
821 921 0
118 592 0
891 932 0
950 406 1
726 706 0
938 306 1
332 499 0
732 567 0
952 720 0
874 550 0
282 192 0
462 205 1
71 63 0
646 872 0
60 91 0
646 219 1
53 572 0
543 475 0
135 414 0
753 952 0
199 136 0
33 609 0
834 816 0
240 859 0
565 499 0
960 266 1
275 837 0
372 700 0
872 534 0
601 897 0
963 529 0
515 829 0
765 701 0
259 672 0
422 336 0
771 0 1
417 502 0
135 717 0
896 369 1
826 806 0
868 264 1
326 330 0
687 96 1
536 811 0
63 953 0
51 181 0
971 196 1
85 232 0
838 50 1
215 626 0
575 575 0
969 432 1
96 684 0
198 726 0
49 9 1
195 153 0
6 864 0
411 919 0
836 615 0
511 719 0
718 213 1
170 763 0
994 369 1
693 839 0
687 843 0
110 179 0
363 890 0
595 579 0
905 642 0
737 32 1
70 744 0
644 466 0
39 548 0
51 564 0
25 433 0
948 347 1
576 657 0
406 634 0
271 224 0
686 581 0
822 769 0
551 671 0
779 89 1
763 979 0
429 380 0
142 22 1
706 689 0
958 792 0
472 940 0
996 415 1
81 227 0
454 239 0
643 42 1
241 766 0
519 654 0
283 528 0
521 772 0
843 349 1
969 192 1
878 613 0
49 725 0
70 678 0
327 250 0
131 489 0
723 163 1
613 443 0
333 185 0
906 658 0
521 135 1
832 25 1
157 123 0
27 585 0
531 226 1
450 505 0
26 847 0
278 180 0
283 596 0
12 1 0
572 588 0
148 749 0
373 769 0
403 674 0
661 456 0
434 638 0
362 487 0
487 883 0
393 771 0
612 654 0
832 545 0
391 167 1
535 720 0
852 330 1
969 390 1
329 376 0
260 980 0
872 44 1
442 833 0
227 194 0
888 500 0
60 733 0
245 440 0
570 978 0
676 562 0
18 354 0
247 501 0
378 198 0
580 784 0
742 454 0
188 89 1
868 511 0
306 637 0
454 472 0
257 385 0
833 215 1
793 712 0
201 754 0
361 67 1
682 290 1
751 136 1
194 199 0
891 680 0
318 625 0
674 635 0
849 330 1
684 187 1
126 33 1
85 65 0
533 523 0
923 375 1
873 18 1
954 789 0
236 896 0
649 766 0
858 136 1
140 178 0
159 555 0
710 580 0
736 104 1
715 298 1
528 720 0
145 828 0
323 344 0
567 292 0
778 242 1
884 263 1
417 681 0
113 61 0
708 702 0
837 171 1
574 177 1
145 158 0
416 837 0
445 121 1
878 394 1
207 98 1
374 721 0
500 106 1
356 535 0
8 13 0
420 398 0
844 445 0
278 911 0
406 118 1
653 612 0
450 981 0
595 135 1
775 979 0
687 891 0
310 927 0
795 933 0
77 394 0
541 173 1
403 650 0
44 546 0
338 784 0
311 881 0
2 179 0
30 273 0
812 224 1
678 335 0
365 401 0
20 571 0
574 173 1
829 539 0
68 353 0
364 2 1
880 25 1
38 173 0
603 397 0
643 489 0
501 968 0
833 148 1
126 111 0
256 736 0
919 804 0
278 530 0
891 916 0
195 113 0
329 6 1
338 161 1
933 965 0
597 68 1
45 474 0
990 404 1
346 199 0
91 497 0
223 28 1
162 724 0
319 131 1
493 583 0
559 873 0
237 160 0
404 444 0
377 829 0
269 150 0
670 770 0
495 811 0
788 475 0
865 560 0
651 24 1
470 603 0
201 732 0
98 751 0
858 313 1
755 804 0
606 352 0
471 307 0
453 370 0
573 68 1
203 108 0
217 298 0
638 753 0
530 713 0
718 443 0
981 854 0
872 213 1
311 177 0
647 309 1
455 217 1
793 846 0
943 469 0
525 747 0
323 837 0
468 71 1
372 444 0
897 906 0
352 375 0
250 820 0
856 12 1
904 532 0
93 186 0
30 642 0
905 673 0
185 583 0
765 204 1
444 14 1
278 334 0
766 828 0
718 127 1
380 6 1
39 573 0
746 845 0
965 835 0
409 162 1
206 710 0
560 316 0
107 874 0
415 759 0
412 957 0
839 419 0
463 824 0
268 326 0
24 77 0
48 22 0
518 600 0
46 67 0
351 324 0
958 574 0
581 896 0
741 88 1
944 4 1
875 268 1
730 898 0
751 327 1
842 681 0
579 607 0
895 149 1
600 138 1
683 713 0
112 774 0
885 681 0
92 980 0
769 533 0
4 446 0
706 885 0
539 320 0
29 779 0
877 455 0
798 345 1
436 373 0
977 71 1
323 164 0
301 881 0
133 228 0
412 861 0
688 224 1
855 118 1
344 458 0
988 242 1
948 64 1
733 417 0
704 421 0
862 38 1
627 832 0
916 706 0
728 130 1
264 89 1
344 864 0
234 903 0
213 515 0
969 648 0
443 752 0
824 991 0
467 72 1
354 692 0
626 877 0
50 257 0
653 633 0
822 946 0
567 373 0
860 379 1
150 326 0
244 288 0
509 595 0
954 220 1
37 948 0
446 660 0
806 993 0
16 424 0
846 503 0
88 507 0
751 879 0
36 47 0
24 767 0
510 560 0
3 392 0
808 926 0
568 537 0
186 398 0
870 271 1
556 366 0
459 587 0
487 417 0
947 72 1
778 280 1
505 305 0
770 887 0
385 625 0
980 313 1
401 721 0
126 726 0
519 697 0
898 2 1
678 732 0
540 594 0
15 493 0
648 72 1
83 525 0
283 653 0
755 9 1
729 343 1
471 919 0
486 378 0
590 914 0
206 565 0
295 604 0
801 889 0
393 418 0
470 338 0
145 205 0
346 605 0
700 280 1
921 417 1
384 811 0
658 373 0
184 813 0
0 106 0
965 386 1
351 310 0
821 808 0
111 822 0
41 122 0
467 499 0
805 551 0
900 956 0
809 428 0
958 406 1
942 54 1
445 966 0
998 561 0
344 581 0
571 880 0
154 61 1
521 262 0
126 402 0
160 485 0
421 649 0
378 916 0
903 444 1
805 404 0
58 103 0
79 371 0
282 236 0
240 114 1
152 62 1
284 326 0
768 19 1
231 442 0
897 366 1
614 175 1
597 502 0
498 177 1
956 265 1
596 10 1
824 660 0
584 4 1
859 421 1
108 167 0
56 30 0
7 11 0
500 348 0
654 755 0
30 484 0
255 960 0
934 463 0
459 28 1
202 407 0
368 897 0
699 145 1
332 203 0
965 380 1
686 176 1
178 357 0
359 953 0
755 172 1
990 587 0
894 413 1
612 959 0
198 833 0
874 609 0
271 673 0
501 317 0
238 158 0
951 247 1
530 196 1
109 314 0
629 68 1
820 116 1
435 332 0
248 251 0
517 857 0
943 490 0
119 714 0
475 346 0
464 260 0
407 625 0
666 392 0
372 675 0
62 940 0
529 4 1
249 924 0
28 970 0
462 387 0
690 761 0
817 785 0
861 274 1
479 671 0
782 241 1
627 865 0
655 102 1
555 276 0
3 16 0
921 88 1
52 912 0
731 289 1
776 211 1
29 638 0
990 470 1
841 348 1
220 969 0
170 500 0
962 258 1
236 9 1
934 752 0
370 613 0
3 711 0
20 923 0
302 693 0
575 160 1
699 26 1
337 211 0
943 681 0
146 995 0
921 819 0
188 773 0
812 535 0
163 581 0
194 194 0
123 646 0
870 606 0
105 237 0
247 669 0
741 877 0
620 906 0
107 318 0
191 433 0
481 295 0
793 956 0
234 466 0
157 820 0
968 632 0
895 514 0
853 369 1
970 878 0
492 562 0
519 104 1
305 507 0
878 302 1
176 12 1
698 443 0
560 544 0
645 556 0
756 690 0
657 383 0
94 360 0
629 119 1
566 329 0
390 366 0
458 620 0
331 310 0
933 69 1
414 946 0
425 336 0
597 640 0
558 984 0
172 767 0
893 168 1
145 49 1
871 790 0
222 628 0
850 671 0
876 286 1
95 552 0
956 427 1
417 983 0
512 966 0
471 21 1
91 885 0
229 540 0
102 811 0
836 42 1
235 577 0
523 497 0
438 923 0
271 197 0
915 468 0
208 260 0
240 928 0
759 844 0
372 868 0
526 495 0
973 581 0
465 911 0
804 165 1
705 937 0
986 496 0
125 404 0
90 325 0
852 507 0
883 198 1
948 619 0
290 147 0
785 831 0
356 346 0
557 977 0
387 318 0
834 275 1
475 144 1
811 568 0
844 109 1
381 829 0
470 423 0
251 459 0
526 860 0
708 95 1
119 279 0
252 746 0
579 706 0
64 805 0
922 717 0
334 276 0
896 772 0
353 209 0
986 240 1
286 373 0
818 564 0
138 378 0
828 699 0
312 798 0
800 897 0
177 945 0
365 285 0
216 283 0
706 99 1
561 242 1
701 853 0
186 355 0
57 151 0
824 583 0
16 989 0
608 335 0
979 49 1
927 999 0
266 202 0
551 499 0
539 935 0
623 902 0
231 710 0
779 897 0
609 549 0
306 38 1
227 159 0
364 4 1
13 841 0
254 776 0
976 897 0
905 83 1
840 384 1
817 236 1
83 967 0
537 811 0
951 942 0
304 759 0
348 545 0
937 922 0
931 770 0
681 383 0
672 861 0
263 648 0
932 910 0
965 56 1
72 502 0
110 619 0
728 281 1
975 790 0
324 764 0
302 93 1
410 467 0
105 681 0
657 174 1
305 261 0
70 46 0
843 668 0
336 350 0
929 967 0
869 658 0
545 358 0
105 639 0
978 803 0
529 324 0
317 646 0
817 211 1
765 42 1
864 725 0
655 275 1
690 924 0
492 684 0
701 155 1
521 415 0
72 354 0
266 705 0
564 431 0
108 790 0
71 543 0
974 705 0
464 997 0
813 875 0
768 715 0
450 635 0
710 709 0
461 960 0
205 291 0
969 410 1
696 878 0
696 236 1
721 868 0
947 934 0
306 266 0
191 192 0
127 852 0
114 942 0
13 456 0
861 933 0
629 4 1
338 516 0
478 137 1
683 782 0
539 895 0
909 842 0
707 267 1
682 606 0
917 145 1
925 909 0
460 767 0
995 143 1
545 5 1
199 995 0
926 288 1
97 434 0
728 289 1
479 186 1
625 185 1
404 985 0
403 524 0
70 162 0
291 421 0
288 677 0
682 758 0
545 141 1
369 287 0
790 981 0
86 820 0
976 765 0
918 382 1
543 740 0
550 766 0
700 132 1
686 384 0
433 770 0
482 83 1
478 580 0
980 592 0
258 264 0
304 391 0
520 282 0
703 271 1
458 466 0
821 358 1
204 985 0
875 680 0
655 967 0
443 380 0
489 794 0
608 218 1
754 148 1
10 960 0
560 944 0
94 724 0
428 300 0
240 963 0
299 689 0
745 956 0
423 682 0
617 190 1
328 874 0
107 835 0
824 506 0
440 69 1
218 139 0
872 411 1
144 735 0
540 698 0
76 20 1
384 398 0
593 162 1
75 838 0
315 365 0
234 86 1
581 491 0
797 781 0
865 979 0
612 493 0
29 507 0
918 62 1
63 502 0
574 394 0
516 899 0
527 919 0
736 308 1
774 583 0
448 48 1
715 223 1
320 891 0
23 643 0
621 188 1
939 776 0
676 633 0
675 231 1
271 333 0
63 995 0
435 273 0
904 428 1
684 734 0
635 863 0
321 312 0
114 690 0
74 425 0
940 509 0
743 776 0
850 403 1
440 516 0
612 399 0
469 738 0
167 944 0
89 129 0
310 214 0
349 516 0
57 148 0
314 664 0
957 919 0
112 309 0
600 98 1
88 594 0
530 95 1
373 809 0
919 797 0
910 208 1
254 269 0
36 97 0
886 269 1
447 218 1
923 87 1
821 975 0
279 273 0
94 676 0
487 505 0
806 294 1
86 777 0
735 971 0
220 506 0
770 87 1
969 929 0
48 701 0
893 376 1
130 349 0
35 191 0
668 541 0
24 64 0
204 832 0
566 385 0
341 331 0
243 513 0
534 24 1
619 702 0
181 908 0
243 171 0
294 811 0
428 391 0
590 280 1
206 233 0
468 527 0
619 980 0
291 709 0
357 792 0
573 965 0
244 759 0
213 958 0
218 671 0
58 307 0
68 355 0
415 916 0
74 512 0
143 837 0
907 861 0
150 102 0
347 416 0
396 116 1
50 104 0
188 202 0
311 450 0
5 701 0
150 453 0
317 838 0
855 834 0
983 232 1
234 35 1
712 657 0
133 219 0
601 525 0
792 997 0
403 931 0
269 101 1
79 753 0
129 330 0
989 19 1
890 87 1
23 524 0
382 295 0
964 533 0
569 541 0
539 176 1
361 901 0
188 420 0
30 742 0
419 446 0
875 412 1
924 760 0
402 820 0
889 649 0
424 144 1
152 916 0
887 315 1
366 198 0
474 916 0
542 744 0
708 334 1
507 753 0
711 172 1
522 862 0
953 951 0
974 465 1
206 150 0
445 755 0
781 981 0
768 757 0
803 297 1
205 347 0
790 538 0
494 120 1
557 74 1
822 22 1
588 149 1
960 231 1
836 755 0
177 923 0
433 653 0
326 494 0
777 601 0
881 671 0
918 715 0
132 573 0
777 197 1
240 104 1
830 207 1
645 546 0
415 992 0
385 241 0
109 5 1
497 906 0
2 60 0
172 5 1
796 798 0
277 74 1
960 699 0
751 539 0
509 957 0
746 931 0
331 490 0
155 629 0
76 178 0
365 195 0
202 751 0
576 978 0
993 237 1
231 965 0
609 731 0
620 857 0
261 790 0
178 256 0
421 168 1
899 464 0
326 898 0
993 303 1
118 458 0
423 352 0
296 227 0
960 77 1
873 686 0
580 763 0
844 607 0
116 858 0
900 720 0
82 403 0
557 1 1
139 826 0
835 262 1
868 189 1
662 150 1
297 46 1
6 408 0
530 139 1
141 994 0
308 370 0
150 717 0
32 263 0
789 995 0
727 491 0
466 850 0
446 39 1
741 477 0
653 900 0
21 606 0
156 706 0
947 594 0
489 359 0
729 813 0
171 606 0
477 858 0
935 294 1
562 848 0
309 169 0
227 624 0
9 80 0
100 822 0
121 856 0
231 960 0
194 538 0
184 177 0
896 304 1
296 662 0
58 296 0
90 401 0
466 287 0
293 815 0
925 772 0
457 955 0
348 972 0
590 62 1
6 114 0
30 560 0
827 909 0
304 170 0
533 430 0
191 749 0
445 10 1
257 60 1
679 536 0
929 77 1
147 323 0
81 7 1
911 756 0
923 344 1
45 964 0
438 21 1
259 894 0
75 847 0
590 637 0
524 514 0
346 369 0
272 27 1
379 498 0
121 544 0
727 798 0
977 551 0
158 518 0
783 57 1
351 615 0
342 745 0
787 598 0
944 475 0
920 849 0
469 109 1
787 163 1
7 625 0
429 106 1
105 578 0
209 413 0
552 494 0
641 44 1
868 329 1
962 854 0
245 570 0
876 35 1
529 783 0
126 655 0
177 470 0
795 188 1
211 467 0
488 416 0
803 998 0
824 491 0
684 835 0
966 493 0
934 749 0
360 592 0
856 30 1
525 466 0
475 584 0
326 528 0
0 981 0
926 138 1
710 73 1
774 670 0
960 353 1
604 155 1
240 540 0
436 496 0
660 56 1
635 767 0
881 385 1
877 630 0
663 161 1
694 99 1
169 953 0
48 740 0
758 202 1
285 587 0
787 460 0
33 245 0
167 372 0
857 500 0
737 713 0
76 600 0
184 839 0
493 813 0
969 913 0
316 649 0
216 301 0
849 173 1
771 494 0
159 264 0
81 825 0
781 784 0
783 243 1
172 915 0
399 195 0
466 222 1
725 968 0
98 378 0
176 911 0
171 332 0
791 373 1
508 518 0
527 374 0
408 857 0
647 223 1
114 503 0
773 35 1
57 798 0
206 833 0
180 490 0
530 756 0
426 303 0
881 902 0
889 591 0
570 26 1
661 214 1
270 503 0
184 546 0
720 303 1
202 264 0
781 331 1
672 977 0
790 951 0
886 876 0
901 146 1
705 774 0
390 509 0
430 667 0
215 648 0
96 310 0
327 985 0
740 722 0
474 618 0
529 15 1
637 217 1
729 41 1
98 155 0
724 31 1
121 784 0
505 215 1
915 405 1
802 381 1
875 325 1
396 958 0
740 910 0
273 231 0
438 382 0
319 119 1
850 72 1
116 446 0
928 715 0
292 559 0
480 111 1
345 66 1
227 295 0
271 112 1
966 535 0
416 753 0
437 8 1
755 376 0
831 200 1
525 849 0
724 683 0
388 629 0
137 719 0
559 94 1
591 588 0
896 229 1
462 100 1
779 370 1
198 360 0
385 793 0
693 264 1
798 537 0
356 175 0
142 304 0
116 978 0
721 7 1
839 291 1
978 836 0
368 11 1
954 340 1
672 172 1
629 230 1
720 803 0
746 895 0
618 875 0
15 852 0
552 38 1
198 171 0
467 147 1
610 610 0
895 182 1
599 107 1
800 487 0
283 887 0
611 722 0
270 171 0
58 611 0
566 44 1
731 546 0
481 735 0
318 183 0
617 389 0
837 301 1
909 820 0
329 815 0
916 220 1
291 931 0
632 437 0
414 785 0
695 864 0
19 946 0
326 727 0
417 45 1
368 942 0
76 866 0
943 742 0
57 398 0
129 585 0
115 381 0
573 827 0
56 488 0
773 945 0
640 715 0
24 480 0
339 122 1
723 615 0
103 547 0
779 922 0
263 544 0
710 57 1
674 915 0
449 693 0
342 839 0
519 690 0
892 457 0
335 89 1
825 823 0
936 754 0
693 782 0
74 374 0
160 272 0
811 140 1
851 911 0
653 371 0
758 568 0
791 815 0
842 432 0
307 935 0
765 747 0
230 284 0
668 643 0
864 638 0
678 914 0
495 190 1
650 347 0
319 658 0
329 125 1
905 371 1
610 513 0
405 90 1
711 141 1
259 106 1
637 434 0
15 679 0
816 843 0
64 49 0
455 350 0
393 447 0
13 481 0
640 511 0
139 354 0
306 181 0
423 864 0
832 477 0
906 244 1
508 989 0
539 45 1
584 884 0
816 254 1
951 684 0
923 399 1
970 56 1
16 207 0
688 524 0
157 178 0
325 189 0
515 433 0
560 998 0
245 15 1
904 955 0
396 265 0
493 499 0
754 560 0
688 248 1
426 131 1
459 786 0
444 112 1
604 926 0
95 453 0
32 712 0
411 378 0
891 839 0
939 130 1
581 121 1
747 723 0
164 831 0
778 786 0
784 914 0
434 710 0
28 441 0
169 121 0
239 316 0
854 893 0
731 265 1
391 94 1
488 936 0
464 369 0
696 473 0
606 85 1
879 272 1
564 944 0
241 842 0
139 48 1
713 916 0
915 484 0
496 86 1
779 101 1
40 908 0
795 246 1
18 85 0
259 628 0
56 992 0
227 270 0
266 717 0
404 644 0
66 391 0
929 683 0
122 153 0
387 890 0
173 254 0
962 820 0
104 930 0
385 90 1
764 450 0
429 141 1
713 449 0
76 778 0
96 492 0
14 3 0
185 434 0
773 916 0
900 521 0
372 32 1
299 945 0
248 784 0
594 475 0
108 472 0
255 195 0
18 89 0
296 521 0
871 58 1
231 757 0
28 288 0
235 16 1
565 38 1
587 623 0
962 441 1
372 469 0
225 601 0
279 433 0
834 884 0
813 165 1
779 894 0
590 696 0
462 478 0
115 693 0
929 849 0
37 224 0
96 713 0
362 456 0
478 393 0
452 799 0
765 291 1
534 813 0
213 122 0
942 663 0
442 822 0
670 129 1
538 838 0
855 338 1
109 479 0
600 545 0
975 996 0
237 711 0
868 530 0
589 685 0
220 127 0
808 647 0
336 519 0
152 258 0
690 738 0
186 524 0
49 681 0
605 225 1
754 136 1
72 198 0
872 772 0
689 994 0
976 229 1
79 57 0
207 661 0
430 68 1
120 913 0
188 775 0
672 797 0
598 882 0
90 933 0
217 190 0
283 246 0
678 905 0
293 184 0
228 451 0
736 774 0
45 189 0
584 66 1
92 864 0
327 982 0
367 993 0
903 997 0
220 229 0
425 349 0
146 167 0
116 120 0
29 765 0
319 800 0
215 917 0
651 617 0
860 849 0
405 7 1
69 746 0
666 492 0
875 803 0
188 816 0
824 675 0
975 975 0
760 960 0
946 56 1
580 11 1
148 373 0
260 851 0
65 362 0
296 572 0
577 626 0
992 147 1
130 145 0
903 963 0
596 984 0
501 962 0
835 607 0
114 182 0
845 643 0
493 723 0
510 425 0
951 411 1
106 748 0
305 392 0
240 520 0
187 790 0
817 991 0
579 223 1
861 817 0
137 715 0
829 380 1
274 533 0
163 555 0
149 170 0
818 806 0
71 401 0
478 811 0
272 803 0
871 561 0
91 496 0
666 944 0
49 291 0
738 636 0
123 588 0
627 767 0
383 273 0
494 857 0
74 565 0
487 744 0
489 144 1
917 402 1
206 466 0
859 306 1
3 365 0
96 769 0
169 196 0
975 395 1
169 68 1
243 548 0
908 444 1
754 746 0
499 766 0
609 578 0
373 383 0
193 675 0
738 770 0
395 243 0
686 347 0
734 26 1
381 138 1
204 282 0
855 235 1
157 374 0
871 91 1
358 998 0
853 901 0
110 132 0
63 35 0
829 587 0
632 248 1
661 670 0
247 860 0
293 67 1
652 538 0
212 797 0
664 850 0
695 137 1
467 964 0
110 122 0
758 581 0
750 422 0
946 401 1
480 889 0
228 914 0
266 543 0
51 549 0
560 719 0
132 49 1
495 854 0
696 651 0
701 842 0
886 326 1
810 694 0
412 6 1
517 28 1
796 656 0
399 343 0
590 114 1
707 351 0
569 200 1
898 242 1
945 411 1
953 660 0
395 161 1
889 17 1
672 314 1
587 578 0
278 133 1
607 784 0
358 224 0
327 504 0
872 474 0
94 792 0
762 454 0
70 503 0
205 848 0
310 929 0
210 649 0
44 54 0
745 491 0
611 472 0
874 447 0
51 536 0
335 615 0
966 491 0
359 434 0
224 488 0
344 677 0
940 581 0
766 546 0
731 217 1
94 982 0
319 133 1
92 725 0
236 819 0
273 181 0
682 949 0
315 597 0
342 168 0
510 281 0
127 523 0
656 866 0
180 505 0
678 561 0
503 332 0
824 623 0
111 71 0
347 350 0
518 630 0
57 881 0
358 129 1
850 984 0
782 488 0
342 683 0
985 377 1
178 292 0
521 295 0
619 51 1
707 767 0
653 479 0
407 421 0
760 256 1
872 748 0
619 568 0
151 130 0
465 471 0
777 34 1
92 758 0
451 54 1
569 246 1
800 443 0
704 717 0
410 699 0
993 720 0
784 554 0
370 836 0
571 978 0
341 711 0
189 148 0
200 458 0
370 431 0
100 241 0
909 386 1
84 158 0
833 85 1
416 830 0
530 853 0
556 419 0
132 698 0
649 362 0
705 459 0
773 664 0
336 366 0
331 653 0
685 910 0
727 905 0
940 703 0
93 263 0
613 155 1
923 737 0
936 386 1
67 961 0
139 63 1
424 960 0
477 626 0
757 777 0
23 879 0
969 322 1
867 836 0
186 820 0
892 148 1
479 685 0
655 854 0
500 260 0
892 417 1
841 153 1
336 382 0
84 712 0
867 403 1
12 297 0
581 552 0
274 734 0
548 707 0
33 733 0
239 41 1
108 144 0
834 289 1
374 122 1
37 835 0
491 994 0
984 352 1
522 665 0
717 302 1
540 654 0
0 156 0
68 485 0
5 7 0
644 546 0
237 962 0
233 11 1
239 668 0
545 750 0
110 5 1
854 981 0
176 129 0
637 502 0
51 544 0
189 733 0
867 608 0
466 810 0
83 279 0
965 965 0
576 329 0
332 852 0
162 434 0
654 996 0
526 680 0
212 767 0
814 290 1
809 11 1
6 406 0
957 907 0
261 151 0
482 860 0
131 390 0
288 174 0
985 573 0
114 809 0
294 98 1
203 621 0
226 689 0
597 843 0
